"日期","收市","開市","高","低","成交量","更改%"
"2020年11月23日","4.19","4.10","4.20","4.10","193.01M","2.44%"
"2020年11月20日","4.09","4.12","4.13","4.07","94.94M","-0.73%"
"2020年11月19日","4.12","4.11","4.15","4.10","100.22M","0.24%"
"2020年11月18日","4.11","4.10","4.14","4.09","141.10M","-0.24%"
"2020年11月17日","4.12","4.12","4.14","4.09","160.93M","0.49%"
"2020年11月16日","4.10","4.03","4.11","4.03","151.31M","1.99%"
"2020年11月13日","4.02","4.05","4.06","4.00","100.16M","-0.99%"
"2020年11月12日","4.06","4.12","4.12","4.04","117.67M","-1.46%"
"2020年11月11日","4.12","4.05","4.13","4.05","210.51M","1.98%"
"2020年11月10日","4.04","4.10","4.14","4.03","275.91M","0.75%"
"2020年11月9日","4.01","3.99","4.04","3.98","118.27M","0.75%"
"2020年11月6日","3.98","3.96","3.99","3.95","102.15M","0.51%"
"2020年11月5日","3.96","3.96","3.97","3.93","99.76M","0.76%"
"2020年11月4日","3.93","3.95","3.95","3.91","56.02M","-0.51%"
"2020年11月3日","3.95","3.92","3.95","3.91","100.03M","1.02%"
"2020年11月2日","3.91","3.89","3.92","3.88","86.47M","0.26%"
"2020年10月30日","3.90","3.89","3.93","3.88","127.07M","0.26%"
"2020年10月29日","3.89","3.86","3.90","3.86","82.80M","0.26%"
"2020年10月28日","3.88","3.88","3.89","3.86","42.84M","0.00%"
"2020年10月27日","3.88","3.90","3.90","3.88","40.30M","-0.51%"
"2020年10月26日","3.90","3.91","3.92","3.89","60.53M","0.00%"
"2020年10月23日","3.90","3.86","3.92","3.85","128.97M","-0.51%"
"2020年10月22日","3.92","3.92","3.93","3.91","40.61M","-0.25%"
"2020年10月21日","3.93","3.93","3.94","3.91","61.35M","0.00%"
"2020年10月20日","3.93","3.92","3.94","3.91","45.15M","0.26%"
"2020年10月19日","3.92","3.93","3.95","3.91","80.30M","-0.25%"
"2020年10月16日","3.93","3.92","3.94","3.91","51.15M","0.26%"
"2020年10月15日","3.92","3.91","3.93","3.91","39.91M","0.00%"
"2020年10月14日","3.92","3.93","3.94","3.90","77.74M","-0.51%"
"2020年10月13日","3.94","3.96","3.96","3.93","41.41M","-0.51%"
"2020年10月12日","3.96","3.94","3.97","3.92","77.82M","0.76%"
"2020年10月9日","3.93","3.93","3.95","3.92","52.39M","0.51%"
"2020年9月30日","3.91","3.90","3.93","3.88","71.00M","0.51%"
"2020年9月29日","3.89","3.90","3.91","3.89","41.16M","0.00%"
"2020年9月28日","3.89","3.89","3.91","3.88","69.44M","0.00%"
"2020年9月25日","3.89","3.90","3.90","3.88","42.14M","0.00%"
"2020年9月24日","3.89","3.92","3.92","3.88","84.43M","-0.77%"
"2020年9月23日","3.92","3.93","3.94","3.92","42.74M","-0.25%"
"2020年9月22日","3.93","3.95","3.97","3.93","75.63M","-1.01%"
"2020年9月21日","3.97","3.96","3.98","3.95","76.44M","0.25%"
"2020年9月18日","3.96","3.95","3.96","3.93","127.00M","0.76%"
"2020年9月17日","3.93","3.94","3.95","3.93","52.46M","-0.25%"
"2020年9月16日","3.94","3.93","3.95","3.91","68.23M","0.51%"
"2020年9月15日","3.92","3.92","3.93","3.91","49.24M","0.00%"
"2020年9月14日","3.92","3.92","3.93","3.91","57.18M","0.26%"
"2020年9月11日","3.91","3.91","3.92","3.90","70.92M","-0.26%"
"2020年9月10日","3.92","3.95","3.96","3.91","118.30M","-0.51%"
"2020年9月9日","3.94","3.95","3.97","3.94","121.62M","-0.76%"
"2020年9月8日","3.97","3.96","3.98","3.95","97.11M","0.25%"
"2020年9月7日","3.96","3.97","3.98","3.95","110.02M","-0.50%"
"2020年9月4日","3.98","3.98","3.99","3.96","118.32M","-0.25%"
"2020年9月3日","3.99","4.00","4.02","3.98","108.36M","-0.25%"
"2020年9月2日","4.00","4.03","4.03","3.99","99.42M","-0.74%"
"2020年9月1日","4.03","4.02","4.04","4.02","87.70M","0.00%"
"2020年8月31日","4.03","4.03","4.06","4.02","160.05M","0.00%"
"2020年8月28日","4.03","4.02","4.04","4.00","122.79M","0.00%"
"2020年8月27日","4.03","4.05","4.06","4.01","102.65M","-0.49%"
"2020年8月26日","4.05","4.04","4.07","4.02","177.82M","0.50%"
"2020年8月25日","4.03","4.05","4.05","4.02","102.72M","-0.25%"
"2020年8月24日","4.04","4.03","4.05","4.02","104.33M","0.25%"
"2020年8月21日","4.03","4.04","4.05","4.01","100.44M","0.00%"
"2020年8月20日","4.03","4.06","4.06","4.02","179.98M","-0.74%"
"2020年8月19日","4.06","4.06","4.10","4.05","236.41M","0.00%"
"2020年8月18日","4.06","4.07","4.08","4.04","172.36M","-0.25%"
"2020年8月17日","4.07","4.01","4.09","4.01","292.14M","1.24%"
"2020年8月14日","4.02","4.00","4.02","3.99","117.52M","0.25%"
"2020年8月13日","4.01","4.00","4.02","3.99","147.11M","0.50%"
"2020年8月12日","3.99","3.99","4.00","3.97","177.45M","0.00%"
"2020年8月11日","3.99","4.01","4.02","3.99","157.80M","-0.25%"
"2020年8月10日","4.00","3.99","4.01","3.97","146.32M","0.25%"
"2020年8月7日","3.99","4.02","4.03","3.98","170.69M","-0.99%"
"2020年8月6日","4.03","4.04","4.06","4.01","171.52M","0.25%"
"2020年8月5日","4.02","4.03","4.04","4.00","111.56M","-0.50%"
"2020年8月4日","4.04","4.01","4.05","4.00","167.47M","0.75%"
"2020年8月3日","4.01","4.00","4.02","3.99","131.67M","0.25%"
"2020年7月31日","4.00","3.98","4.01","3.97","140.60M","0.25%"
"2020年7月30日","3.99","4.01","4.02","3.99","97.23M","-0.75%"
"2020年7月29日","4.02","4.01","4.02","3.98","198.56M","0.25%"
"2020年7月28日","4.01","4.03","4.04","3.99","117.68M","0.00%"
"2020年7月27日","4.01","4.01","4.03","3.99","123.33M","0.25%"
"2020年7月24日","4.00","4.06","4.09","3.99","192.38M","-0.74%"
"2020年7月23日","4.03","4.06","4.08","3.99","174.84M","-1.23%"
"2020年7月22日","4.08","4.05","4.13","4.03","254.72M","1.49%"
"2020年7月21日","4.02","4.05","4.07","4.01","117.65M","-0.50%"
"2020年7月20日","4.04","3.98","4.05","3.97","157.38M","1.76%"
"2020年7月17日","3.97","3.99","4.00","3.96","130.99M","-0.25%"
"2020年7月16日","3.98","4.07","4.07","3.98","217.23M","-1.73%"
"2020年7月15日","4.05","4.11","4.13","4.04","190.49M","-0.98%"
"2020年7月14日","4.09","4.15","4.17","4.07","279.70M","-1.92%"
"2020年7月13日","4.17","4.13","4.18","4.12","241.00M","0.97%"
"2020年7月10日","4.13","4.20","4.20","4.12","217.22M","-2.36%"
"2020年7月9日","4.23","4.20","4.25","4.17","271.90M","0.48%"
"2020年7月8日","4.21","4.21","4.22","4.13","289.02M","-0.47%"
"2020年7月7日","4.23","4.31","4.36","4.23","420.18M","-0.94%"
"2020年7月6日","4.27","4.11","4.29","4.11","423.75M","4.66%"
"2020年7月3日","4.08","4.00","4.09","3.99","227.16M","1.75%"
"2020年7月2日","4.01","3.92","4.02","3.91","211.94M","2.04%"
"2020年7月1日","3.93","3.92","3.94","3.90","98.02M","0.51%"
"2020年6月30日","3.91","3.93","3.94","3.91","67.64M","-0.26%"
"2020年6月29日","3.92","3.96","3.96","3.90","147.28M","-1.26%"
"2020年6月24日","3.97","3.96","3.98","3.96","74.13M","0.00%"
"2020年6月23日","3.97","3.99","4.00","3.96","91.20M","-0.50%"
"2020年6月22日","3.99","4.01","4.02","3.99","86.16M","-0.50%"
"2020年6月19日","4.01","4.01","4.03","4.00","96.10M","0.00%"
"2020年6月18日","4.01","3.99","4.02","3.98","107.44M","0.00%"
"2020年6月17日","4.01","4.01","4.02","3.99","64.23M","-0.25%"
"2020年6月16日","4.02","4.02","4.02","4.00","55.59M","0.75%"
"2020年6月15日","3.99","4.02","4.02","3.99","60.14M","-1.24%"
"2020年6月12日","4.04","3.99","4.07","3.97","92.42M","0.25%"
"2020年6月11日","4.03","4.08","4.09","4.03","97.04M","-1.47%"
"2020年6月10日","4.09","4.12","4.12","4.08","108.42M","-4.66%"
"2020年6月9日","4.29","4.30","4.30","4.27","111.04M","-0.23%"
"2020年6月8日","4.30","4.25","4.30","4.24","129.64M","1.65%"
"2020年6月5日","4.23","4.20","4.23","4.17","78.16M","0.95%"
"2020年6月4日","4.19","4.26","4.26","4.18","93.56M","-1.18%"
"2020年6月3日","4.24","4.24","4.27","4.23","91.00M","0.47%"
"2020年6月2日","4.22","4.20","4.24","4.19","84.26M","0.48%"
"2020年6月1日","4.20","4.15","4.21","4.15","100.85M","1.45%"
"2020年5月29日","4.14","4.18","4.19","4.14","81.22M","-1.19%"
"2020年5月28日","4.19","4.18","4.21","4.16","68.67M","0.00%"
"2020年5月27日","4.19","4.21","4.22","4.18","71.93M","-0.48%"
"2020年5月26日","4.21","4.23","4.24","4.19","81.14M","-0.24%"
"2020年5月25日","4.22","4.25","4.26","4.21","58.93M","-0.71%"
"2020年5月22日","4.25","4.35","4.36","4.25","121.24M","-2.52%"
"2020年5月21日","4.36","4.38","4.39","4.35","68.25M","-0.23%"
"2020年5月20日","4.37","4.39","4.39","4.36","42.61M","-0.46%"
"2020年5月19日","4.39","4.41","4.42","4.38","76.97M","0.46%"
"2020年5月18日","4.37","4.37","4.39","4.36","51.50M","0.23%"
"2020年5月15日","4.36","4.39","4.40","4.36","50.81M","-0.46%"
"2020年5月14日","4.38","4.39","4.40","4.37","55.41M","-0.68%"
"2020年5月13日","4.41","4.40","4.42","4.38","62.13M","0.23%"
"2020年5月12日","4.40","4.42","4.42","4.40","54.07M","-0.23%"
"2020年5月11日","4.41","4.43","4.44","4.41","55.95M","-0.23%"
"2020年5月8日","4.42","4.42","4.43","4.41","65.92M","0.23%"
"2020年5月7日","4.41","4.43","4.43","4.41","57.72M","-0.45%"
"2020年5月6日","4.43","4.41","4.44","4.41","84.82M","-0.67%"
"2020年4月30日","4.46","4.41","4.46","4.38","119.64M","0.45%"
"2020年4月29日","4.44","4.46","4.46","4.42","67.86M","0.23%"
"2020年4月28日","4.43","4.49","4.50","4.43","110.51M","-1.77%"
"2020年4月27日","4.51","4.50","4.52","4.48","65.73M","0.45%"
"2020年4月24日","4.49","4.55","4.56","4.49","81.34M","-1.32%"
"2020年4月23日","4.55","4.52","4.61","4.52","121.50M","0.89%"
"2020年4月22日","4.51","4.52","4.53","4.48","77.97M","-0.66%"
"2020年4月21日","4.54","4.57","4.59","4.53","119.49M","-1.52%"
"2020年4月20日","4.61","4.52","4.65","4.52","137.59M","1.10%"
"2020年4月17日","4.56","4.50","4.58","4.48","211.82M","2.01%"
"2020年4月16日","4.47","4.47","4.49","4.47","80.86M","-0.45%"
"2020年4月15日","4.49","4.49","4.50","4.47","75.52M","-0.22%"
"2020年4月14日","4.50","4.50","4.51","4.47","99.62M","0.00%"
"2020年4月13日","4.50","4.50","4.52","4.49","84.32M","0.22%"
"2020年4月10日","4.49","4.50","4.54","4.47","99.70M","-0.44%"
"2020年4月9日","4.51","4.52","4.53","4.50","79.26M","0.22%"
"2020年4月8日","4.50","4.49","4.50","4.45","116.63M","-0.22%"
"2020年4月7日","4.51","4.51","4.54","4.48","159.96M","1.12%"
"2020年4月3日","4.46","4.54","4.54","4.45","167.68M","-1.98%"
"2020年4月2日","4.55","4.36","4.56","4.36","264.06M","3.64%"
"2020年4月1日","4.39","4.42","4.43","4.38","116.15M","-0.90%"
"2020年3月31日","4.43","4.49","4.49","4.40","161.01M","-0.89%"
"2020年3月30日","4.47","4.49","4.49","4.44","102.48M","-0.45%"
"2020年3月27日","4.49","4.52","4.53","4.47","75.60M","0.00%"
"2020年3月26日","4.49","4.52","4.53","4.48","69.71M","-0.66%"
"2020年3月25日","4.52","4.55","4.55","4.50","86.45M","0.89%"
"2020年3月24日","4.48","4.46","4.49","4.45","81.32M","1.13%"
"2020年3月23日","4.43","4.45","4.47","4.41","86.95M","-1.77%"
"2020年3月20日","4.51","4.50","4.53","4.45","98.92M","1.35%"
"2020年3月19日","4.45","4.51","4.54","4.41","145.72M","-1.77%"
"2020年3月18日","4.53","4.59","4.62","4.52","141.10M","-1.31%"
"2020年3月17日","4.59","4.62","4.67","4.51","154.08M","-0.86%"
"2020年3月16日","4.63","4.58","4.77","4.58","266.57M","1.76%"
"2020年3月13日","4.55","4.52","4.59","4.51","206.57M","-1.94%"
"2020年3月12日","4.64","4.70","4.74","4.62","175.04M","-2.32%"
"2020年3月11日","4.75","4.81","4.81","4.75","150.51M","-1.45%"
"2020年3月10日","4.82","4.85","4.91","4.72","263.40M","-1.83%"
"2020年3月9日","4.91","4.73","5.00","4.60","518.23M","2.51%"
"2020年3月6日","4.79","4.76","4.82","4.73","161.58M","0.00%"
"2020年3月5日","4.79","4.74","4.80","4.72","160.77M","1.70%"
"2020年3月4日","4.71","4.71","4.73","4.69","79.93M","0.00%"
"2020年3月3日","4.71","4.74","4.76","4.68","132.75M","0.21%"
"2020年3月2日","4.70","4.62","4.73","4.62","155.09M","2.17%"
"2020年2月28日","4.60","4.61","4.65","4.56","166.94M","-1.29%"
"2020年2月27日","4.66","4.68","4.69","4.65","103.34M","-0.43%"
"2020年2月26日","4.68","4.63","4.70","4.61","143.61M","0.43%"
"2020年2月25日","4.66","4.67","4.69","4.64","145.50M","-1.27%"
"2020年2月24日","4.72","4.76","4.77","4.71","129.22M","-1.46%"
"2020年2月21日","4.79","4.77","4.79","4.77","98.26M","0.00%"
"2020年2月20日","4.79","4.76","4.79","4.75","120.38M","1.05%"
"2020年2月19日","4.74","4.76","4.77","4.73","93.44M","-0.21%"
"2020年2月18日","4.75","4.78","4.79","4.74","118.70M","-0.63%"
"2020年2月17日","4.78","4.71","4.79","4.70","105.99M","1.49%"
"2020年2月14日","4.71","4.69","4.72","4.68","66.68M","0.21%"
"2020年2月13日","4.70","4.73","4.74","4.70","91.86M","-0.63%"
"2020年2月12日","4.73","4.72","4.73","4.68","84.46M","0.21%"
"2020年2月11日","4.72","4.71","4.75","4.69","116.92M","0.21%"
"2020年2月10日","4.71","4.74","4.74","4.68","114.66M","-0.42%"
"2020年2月7日","4.73","4.70","4.74","4.66","95.19M","0.64%"
"2020年2月6日","4.70","4.69","4.73","4.63","102.45M","1.29%"
"2020年2月5日","4.64","4.63","4.70","4.59","120.89M","0.00%"
"2020年2月4日","4.64","4.58","4.65","4.54","120.06M","0.43%"
"2020年2月3日","4.62","4.50","4.74","4.49","216.18M","-6.48%"
"2020年1月23日","4.94","4.96","4.97","4.90","110.49M","-0.80%"
"2020年1月22日","4.98","5.00","5.01","4.95","81.20M","-0.60%"
"2020年1月21日","5.01","5.04","5.05","5.00","74.50M","-0.79%"
"2020年1月20日","5.05","5.07","5.08","5.04","61.51M","-0.39%"
"2020年1月17日","5.07","5.08","5.10","5.05","60.19M","0.00%"
"2020年1月16日","5.07","5.10","5.11","5.06","52.75M","-0.39%"
"2020年1月15日","5.09","5.14","5.14","5.09","50.51M","-0.97%"
"2020年1月14日","5.14","5.13","5.17","5.11","84.45M","0.00%"
"2020年1月13日","5.14","5.16","5.17","5.10","83.75M","-0.39%"
"2020年1月10日","5.16","5.18","5.19","5.14","46.91M","-0.58%"
"2020年1月9日","5.19","5.19","5.22","5.17","103.36M","-1.70%"
"2020年1月8日","5.28","5.32","5.35","5.27","127.04M","0.57%"
"2020年1月7日","5.25","5.30","5.30","5.20","126.35M","-2.05%"
"2020年1月6日","5.36","5.31","5.41","5.29","211.25M","1.71%"
"2020年1月3日","5.27","5.19","5.29","5.18","164.89M","1.93%"
"2020年1月2日","5.17","5.13","5.19","5.11","125.04M","1.17%"
"2019年12月31日","5.11","5.07","5.12","5.06","89.18M","0.59%"
"2019年12月30日","5.08","5.05","5.09","5.04","76.17M","0.59%"
"2019年12月27日","5.05","5.02","5.09","5.02","69.10M","0.60%"
"2019年12月26日","5.02","5.00","5.03","5.00","25.79M","0.20%"
"2019年12月25日","5.01","5.02","5.03","5.00","24.11M","-0.20%"
"2019年12月24日","5.02","4.99","5.03","4.99","23.54M","0.60%"
"2019年12月23日","4.99","5.06","5.06","4.99","53.82M","-1.19%"
"2019年12月20日","5.05","5.05","5.08","5.05","43.93M","-0.20%"
"2019年12月19日","5.06","5.07","5.08","5.04","32.55M","-0.20%"
"2019年12月18日","5.07","5.08","5.11","5.05","64.77M","-0.20%"
"2019年12月17日","5.08","5.02","5.10","4.99","121.08M","1.40%"
"2019年12月16日","5.01","5.00","5.03","4.98","59.20M","0.40%"
"2019年12月13日","4.99","4.97","4.99","4.96","64.92M","0.81%"
"2019年12月12日","4.95","4.97","4.97","4.95","36.40M","-0.20%"
"2019年12月11日","4.96","4.96","4.97","4.95","48.91M","0.40%"
"2019年12月10日","4.94","4.95","4.96","4.93","30.54M","-0.20%"
"2019年12月9日","4.95","4.92","4.95","4.91","52.81M","0.61%"
"2019年12月6日","4.92","4.93","4.94","4.90","51.30M","-0.20%"
"2019年12月5日","4.93","4.94","4.94","4.91","38.32M","0.41%"
"2019年12月4日","4.91","4.93","4.93","4.90","30.94M","-0.41%"
"2019年12月3日","4.93","4.95","4.96","4.91","40.95M","-0.40%"
"2019年12月2日","4.95","4.96","4.97","4.93","49.34M","-0.80%"
"2019年11月29日","4.99","5.00","5.01","4.96","45.81M","-0.40%"
"2019年11月28日","5.01","5.02","5.03","4.99","29.69M","-0.20%"
"2019年11月27日","5.02","5.02","5.04","4.99","46.09M","-0.20%"
"2019年11月26日","5.03","5.03","5.04","4.99","70.65M","0.20%"
"2019年11月25日","5.02","4.93","5.03","4.92","92.56M","1.62%"
"2019年11月22日","4.94","4.95","4.97","4.93","67.02M","0.00%"
"2019年11月21日","4.94","4.92","4.96","4.90","55.79M","0.41%"
"2019年11月20日","4.92","4.89","4.94","4.88","51.66M","0.41%"
"2019年11月19日","4.90","4.89","4.92","4.88","48.25M","-0.20%"
"2019年11月18日","4.91","4.86","4.91","4.85","59.95M","1.24%"
"2019年11月15日","4.85","4.86","4.88","4.84","57.00M","0.00%"
"2019年11月14日","4.85","4.87","4.87","4.85","46.40M","-0.41%"
"2019年11月13日","4.87","4.88","4.88","4.85","50.73M","0.00%"
"2019年11月12日","4.87","4.87","4.89","4.85","46.89M","0.21%"
"2019年11月11日","4.86","4.92","4.92","4.86","65.53M","-1.42%"
"2019年11月8日","4.93","4.95","4.96","4.90","58.36M","-0.20%"
"2019年11月7日","4.94","4.92","4.94","4.91","40.42M","0.20%"
"2019年11月6日","4.93","4.94","4.94","4.92","42.75M","0.00%"
"2019年11月5日","4.93","4.92","4.95","4.89","53.28M","0.61%"
"2019年11月4日","4.90","4.91","4.92","4.89","63.31M","0.20%"
"2019年11月1日","4.89","4.88","4.90","4.86","83.31M","-0.20%"
"2019年10月31日","4.90","4.95","4.95","4.89","75.68M","-1.21%"
"2019年10月30日","4.96","4.99","5.00","4.96","37.72M","-0.60%"
"2019年10月29日","4.99","5.00","5.02","4.99","40.30M","-0.40%"
"2019年10月28日","5.01","4.99","5.02","4.98","57.03M","0.20%"
"2019年10月25日","5.00","5.00","5.00","4.97","48.66M","0.20%"
"2019年10月24日","4.99","4.99","5.00","4.97","41.06M","0.40%"
"2019年10月23日","4.97","4.98","4.99","4.96","36.10M","-0.20%"
"2019年10月22日","4.98","4.99","4.99","4.95","50.45M","0.00%"
"2019年10月21日","4.98","4.99","5.00","4.97","50.88M","-0.20%"
"2019年10月18日","4.99","5.05","5.05","4.99","42.66M","-0.99%"
"2019年10月17日","5.04","5.05","5.06","5.03","25.47M","-0.20%"
"2019年10月16日","5.05","5.05","5.07","5.03","42.72M","0.20%"
"2019年10月15日","5.04","5.08","5.08","5.04","36.03M","-0.79%"
"2019年10月14日","5.08","5.07","5.11","5.05","66.51M","0.00%"
"2019年10月11日","5.08","5.02","5.09","5.00","74.76M","1.60%"
"2019年10月10日","5.00","5.01","5.01","4.98","37.81M","-0.20%"
"2019年10月9日","5.01","4.98","5.02","4.96","41.44M","0.20%"
"2019年10月8日","5.00","4.99","5.02","4.99","43.67M","-0.40%"
"2019年9月30日","5.02","5.00","5.04","4.99","49.20M","0.60%"
"2019年9月27日","4.99","5.00","5.00","4.97","45.37M","-0.20%"
"2019年9月26日","5.00","5.03","5.03","4.98","60.08M","-0.20%"
"2019年9月25日","5.01","5.02","5.03","5.01","47.39M","-0.60%"
"2019年9月24日","5.04","5.06","5.07","5.03","48.83M","-0.20%"
"2019年9月23日","5.05","5.07","5.07","5.02","56.06M","-0.39%"
"2019年9月20日","5.07","5.10","5.11","5.06","69.85M","-0.39%"
"2019年9月19日","5.09","5.08","5.10","5.05","45.06M","0.39%"
"2019年9月18日","5.07","5.12","5.12","5.07","80.48M","-1.74%"
"2019年9月17日","5.16","5.25","5.25","5.14","109.44M","-3.55%"
"2019年9月16日","5.35","5.39","5.41","5.31","270.50M","2.69%"
"2019年9月12日","5.21","5.25","5.26","5.20","80.77M","-0.95%"
"2019年9月11日","5.26","5.23","5.27","5.22","90.92M","0.77%"
"2019年9月10日","5.22","5.21","5.22","5.19","67.96M","0.58%"
"2019年9月9日","5.19","5.18","5.21","5.15","91.20M","0.78%"
"2019年9月6日","5.15","5.12","5.16","5.12","71.78M","0.78%"
"2019年9月5日","5.11","5.10","5.17","5.09","96.27M","0.39%"
"2019年9月4日","5.09","5.02","5.09","5.01","97.46M","1.39%"
"2019年9月3日","5.02","5.02","5.03","4.99","59.99M","0.00%"
"2019年9月2日","5.02","4.99","5.03","4.98","66.87M","0.80%"
"2019年8月30日","4.98","5.00","5.03","4.96","51.81M","-0.20%"
"2019年8月29日","4.99","4.99","5.00","4.96","45.55M","0.20%"
"2019年8月28日","4.98","4.99","5.01","4.97","42.76M","-0.20%"
"2019年8月27日","4.99","4.98","5.03","4.97","75.95M","0.40%"
"2019年8月26日","4.97","4.95","4.98","4.94","58.44M","-0.80%"
